Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Myles Turner (11505863),Myles Turner,11505863,C/UTIL,5800,IND@SA 10/24/2018 08:30PM ET,IND,25.19
C,Dwight Howard (11505890),Dwight Howard,11505890,C/UTIL,5700,WAS@GS 10/24/2018 10:30PM ET,WAS,0
SF/PF,Markieff Morris (11505901),Markieff Morris,11505901,SF/PF/F/UTIL,5700,WAS@GS 10/24/2018 10:30PM ET,WAS,33.92
SG/SF,Andrew Wiggins (11505881),Andrew Wiggins,11505881,SG/SF/F/G/UTIL,5700,MIN@TOR 10/24/2018 07:30PM ET,MIN,24.88
PG/SG,Trey Burke (11505897),Trey Burke,11505897,PG/SG/G/UTIL,5700,NY@MIA 10/24/2018 07:30PM ET,NY,27.88
SF/PF,Harrison Barnes (11505886) (LOCKED),Harrison Barnes,11505886,SF/PF/F/UTIL,5700,DAL@ATL 10/24/2018 07:00PM ET,DAL,0
PG/SF,Brandon Ingram (11505892),Brandon Ingram,11505892,PG/SF/F/G/UTIL,5700,LAL@PHO 10/24/2018 10:00PM ET,LAL,24.75
PF/C,Domantas Sabonis (11505877),Domantas Sabonis,11505877,PF/C/F/UTIL,5700,IND@SA 10/24/2018 08:30PM ET,IND,29.58
PG/SG,Spencer Dinwiddie (11505910) (LOCKED),Spencer Dinwiddie,11505910,PG/SG/G/UTIL,5600,BKN@CLE 10/24/2018 07:00PM ET,BKN,27.17
C,Jonas Valanciunas (11505914),Jonas Valanciunas,11505914,C/UTIL,5600,MIN@TOR 10/24/2018 07:30PM ET,TOR,26.12
