Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Moe Harkless (11564297) (LOCKED),Moe Harkless,11564297,SF/PF/F/UTIL,3300,In Progress,POR,14.6
PF,Caleb Swanigan (11564301) (LOCKED),Caleb Swanigan,11564301,PF/F/UTIL,3300,In Progress,POR,14.19
SG/SF,Kentavious Caldwell-Pope (11564347) (LOCKED),Kentavious Caldwell-Pope,11564347,SG/SF/F/G/UTIL,3300,In Progress,LAL,9.72
SG/SF,Wayne Ellington (11564413) (LOCKED),Wayne Ellington,11564413,SG/SF/F/G/UTIL,3300,Final,MIA,0
SF,Derrick Jones Jr. (11564418) (LOCKED),Derrick Jones Jr.,11564418,SF/F/UTIL,3300,Final,MIA,15.81
SG,Kevin Huerter (11564459) (LOCKED),Kevin Huerter,11564459,SG/G/UTIL,3300,Final,ATL,12.78
PG,Frank Jackson (11564562) (LOCKED),Frank Jackson,11564562,PG/G/UTIL,3300,Final,NO,8.75
SF,Gary Clark (11563852) (LOCKED),Gary Clark,11563852,SF/F/UTIL,3200,Final,HOU,6.08
C,Nene Hilario (11563855) (LOCKED),Nene Hilario,11563855,C/UTIL,3200,Final,HOU,0
PG,Shaquille Harrison (11563915) (LOCKED),Shaquille Harrison,11563915,PG/G/UTIL,3200,Final,CHI,16.17
PF,Georges Niang (11564182) (LOCKED),Georges Niang,11564182,PF/F/UTIL,3200,Final,UTA,9.28
SG,Alec Burks (11564185) (LOCKED),Alec Burks,11564185,SG/G/UTIL,3200,Final,UTA,10.65
SG/SF,Torrey Craig (11564243) (LOCKED),Torrey Craig,11564243,SG/SF/F/G/UTIL,3200,Final,DEN,11.89
PG/SG,Seth Curry (11564304) (LOCKED),Seth Curry,11564304,PG/SG/G/UTIL,3200,In Progress,POR,10.12
PF,Omari Spellman (11564456) (LOCKED),Omari Spellman,11564456,PF/F/UTIL,3200,Final,ATL,14.96
SG,Vince Carter (11564462) (LOCKED),Vince Carter,11564462,SG/G/UTIL,3200,Final,ATL,14.56
SF/PF,Dante Cunningham (11564514) (LOCKED),Dante Cunningham,11564514,SF/PF/F/UTIL,3200,Final,SA,10.79
PF/C,Davis Bertans (11564520) (LOCKED),Davis Bertans,11564520,PF/C/F/UTIL,3200,Final,SA,11.68
C,Jahlil Okafor (11564580) (LOCKED),Jahlil Okafor,11564580,C/UTIL,3200,Final,NO,9.95
PF,Isaiah Hartenstein (11563857) (LOCKED),Isaiah Hartenstein,11563857,PF/F/UTIL,3100,Final,HOU,5.25
C,Robin Lopez (11563918) (LOCKED),Robin Lopez,11563918,C/UTIL,3100,Final,CHI,9.38
PF/C,Kyle O'Quinn (11563960) (LOCKED),Kyle O'Quinn,11563960,PF/C/F/UTIL,3100,Final,IND,11.29
PF,TJ Leaf (11563964) (LOCKED),TJ Leaf,11563964,PF/F/UTIL,3100,Final,IND,2.45
C,Robert Williams (11564022) (LOCKED),Robert Williams,11564022,C/UTIL,3100,Final,BOS,4
SG/SF,Kyle Korver (11564128) (LOCKED),Kyle Korver,11564128,SG/SF/F/G/UTIL,3100,Final,CLE,8.79
