Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Jason Smith (11540663),Jason Smith,11540663,PF/C/F/UTIL,3000,WAS@MEM 10/30/2018 08:00PM ET,WAS,12.75
SG,Khyri Thomas (11540544),Khyri Thomas,11540544,SG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,DET,0
PF,Henry Ellenson (11540547),Henry Ellenson,11540547,PF/F/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,DET,11.25
PG,Keenan Evans (11540550),Keenan Evans,11540550,PG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,DET,0
PG,Zach Lofton (11540553),Zach Lofton,11540553,PG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,DET,1.5
PG,Jose Calderon (11540556),Jose Calderon,11540556,PG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,DET,4.5
PF,Guerschon Yabusele (11540559),Guerschon Yabusele,11540559,PF/F/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,1.94
SG,Jabari Bird (11540562),Jabari Bird,11540562,SG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,0
PF,Semi Ojeleye (11540565),Semi Ojeleye,11540565,PF/F/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,1.35
PG,PJ Dozier (11540568),PJ Dozier,11540568,PG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,0
PG/SG,Brad Wanamaker (11540571),Brad Wanamaker,11540571,PG/SG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,3.38
PG,Walt Lemon Jr. (11540575),Walt Lemon Jr.,11540575,PG/G/UTIL,3000,DET@BOS 10/30/2018 07:30PM ET,BOS,0
