Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,Deonte Burton (11557378) (LOCKED),Deonte Burton,11557378,SG/G/UTIL,3000,Final,OKC,2.92
PF/C,Frank Kaminsky (11557403) (LOCKED),Frank Kaminsky,11557403,PF/C/F/UTIL,3000,Final,CHA,3.25
C,Bismack Biyombo (11557407) (LOCKED),Bismack Biyombo,11557407,C/UTIL,3000,Final,CHA,10.19
PG,Devonte' Graham (11557409) (LOCKED),Devonte' Graham,11557409,PG/G/UTIL,3000,Final,CHA,7
SG,J.P. Macura (11557412) (LOCKED),J.P. Macura,11557412,SG/G/UTIL,3000,Final,CHA,0
PG,Joe Chealey (11557415) (LOCKED),Joe Chealey,11557415,PG/G/UTIL,3000,Final,CHA,0
SG,Dwayne Bacon (11557418) (LOCKED),Dwayne Bacon,11557418,SG/G/UTIL,3000,Final,CHA,7.5
PF,Abdel Nader (11557421) (LOCKED),Abdel Nader,11557421,PF/F/UTIL,3000,Final,OKC,1
SG,Timothe Luwawu-Cabarrot (11557424) (LOCKED),Timothe Luwawu-Cabarrot,11557424,SG/G/UTIL,3000,Final,OKC,0.62
C,Tyler Davis (11557427) (LOCKED),Tyler Davis,11557427,C/UTIL,3000,Final,OKC,0
C,Meyers Leonard (11557429) (LOCKED),Meyers Leonard,11557429,C/UTIL,3000,In Progress,POR,6.45
PG,Wade Baldwin IV (11557431) (LOCKED),Wade Baldwin IV,11557431,PG/G/UTIL,3000,In Progress,POR,1.5
SG,Gary Trent Jr. (11557434) (LOCKED),Gary Trent Jr.,11557434,SG/G/UTIL,3000,In Progress,POR,0
SG,Anfernee Simons (11557437) (LOCKED),Anfernee Simons,11557437,SG/G/UTIL,3000,In Progress,POR,0
SF/PF,Wesley Johnson (11557440) (LOCKED),Wesley Johnson,11557440,SF/PF/F/UTIL,3000,In Progress,NO,8.75
SF,Kenrich Williams (11557444) (LOCKED),Kenrich Williams,11557444,SF/F/UTIL,3000,In Progress,NO,1.25
SF/PF,Darius Miller (11557447) (LOCKED),Darius Miller,11557447,SF/PF/F/UTIL,3000,In Progress,NO,7.25
PG,Trevon Bluiett (11557451) (LOCKED),Trevon Bluiett,11557451,PG/G/UTIL,3000,In Progress,NO,0
PG/SG,Matthew Dellavedova (11557454) (LOCKED),Matthew Dellavedova,11557454,PG/SG/G/UTIL,3000,Final,MIL,4.38
SG,Jodie Meeks (11557458) (LOCKED),Jodie Meeks,11557458,SG/G/UTIL,3000,Final,MIL,0
SG,Sterling Brown (11557461) (LOCKED),Sterling Brown,11557461,SG/G/UTIL,3000,Final,MIL,3.81
C,Christian Wood (11557464) (LOCKED),Christian Wood,11557464,C/UTIL,3000,Final,MIL,3.25
PF,D.J. Wilson (11557466) (LOCKED),D.J. Wilson,11557466,PF/F/UTIL,3000,Final,MIL,0
